title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Yo No Sé Mañana,0.6,0.56,7,-4.915,Major,0.036,0.615,0,0.333,0.763,185.105,latin
Pale Tortured Blue,0.334,0.531,5,-6.933,Minor,0.0306,0.00183,0.00294,0.31,0.102,89.977,metal
Wild Thoughts,0.613,0.681,8,-3.089,Major,0.0778,0.0287,0,0.126,0.609,97.621,hiphop
Dejame Entrar,0.668,0.727,7,-8.483,Major,0.0373,0.123,0,0.09,0.673,94.913,latin
Satan Is Real,0.439,0.968,7,-4.551,Major,0.0775,0.000041,0.0409,0.12,0.245,101.59,metal
Walk Like A Zombie,0.62,0.826,7,-4.276,Major,0.0352,0.000305,0.000242,0.071,0.746,140.834,punk
I' vo' bene,0.352,0.0981,4,-17.371,Minor,0.0451,0.977,0.000285,0.0551,0.373,84.497,classical
Wagon Wheel,0.529,0.663,9,-7.138,Major,0.0306,0.456,0,0.142,0.607,148.102,country
Different People,0.612,0.715,1,-5.85,Minor,0.0312,0.215,0,0.0493,0.666,102.507,punk
Brazil,0.689,0.617,4,-5.196,Major,0.0289,0.0918,0.0000202,0.0816,0.676,121.062,indie_alt
Fuego,0.779,0.659,0,-5.455,Major,0.0808,0.0525,0,0.128,0.924,95.003,latin
Looking For Your Name,0.22,0.279,4,-11.179,Major,0.0341,0.753,0,0.127,0.157,74.026,romance
Better Days,0.605,0.736,0,-4.363,Major,0.0751,0.379,0,0.0549,0.648,96.007,party
1 6 4 8,0.591,0.939,2,-5.128,Major,0.0541,0.00127,0.00044,0.071,0.353,113.998,metal
A Thousand Feet of Sound (Trois cents metres de son),0.46,0.495,0,-14.04,Minor,0.105,0.102,0.912,0.111,0.152,164.994,classical
Don't Get Too High,0.88,0.495,1,-3.476,Major,0.0681,0.0148,0.00000147,0.121,0.47,124.055,hiphop
Closer,0.574,0.44,11,-9.596,Major,0.256,0.144,0,0.0757,0.543,122.894,party
Run to You (feat. Meron Ryan),0.48,0.795,3,-4.656,Major,0.0471,0.0378,0.00213,0.118,0.16,125.081,romance
Te Regalo,0.685,0.443,0,-7.463,Major,0.0376,0.796,0.00000694,0.115,0.708,136.958,latin
The Birth of the Blues,0.608,0.34,0,-8.955,Major,0.0571,0.982,0.253,0.219,0.761,92.17,jazz
Get Lost,0.347,0.781,10,-8.18,Major,0.0862,0.0535,0.00000774,0.125,0.743,124.197,blues
Dust My Broom,0.526,0.664,2,-6.62,Major,0.0354,0.247,0.0124,0.289,0.803,101.928,blues
Eine Kleine Mitternachtmusik: VII. Blues in the Night,0.287,0.00209,6,-43.135,Major,0.0419,0.993,0.923,0.111,0.0845,67.748,classical
Pretty Fly (For A White Guy),0.722,0.901,11,-3.66,Minor,0.105,0.112,0,0.0674,0.962,143.401,pop
"Fly, Navigate, Communicate",0.409,0.947,2,-4.14,Major,0.0764,0.0000135,0.0435,0.32,0.2,169.96,metal
Destination Device,0.508,0.945,1,-4.394,Major,0.08,0.00000358,0.364,0.14,0.328,98.051,metal
This One Is for the Ladies and Gents (feat. Miles Bonny),0.709,0.73,1,-8.708,Minor,0.0415,0.121,0.492,0.0714,0.443,90.069,jazz
100 Degrees (feat. Quinn XCII),0.712,0.904,7,-4.144,Major,0.0581,0.0206,0.000294,0.116,0.422,111.944,romance
In nomine,0.235,0.044,5,-26.949,Major,0.0516,0.975,0.119,0.106,0.202,112.195,classical
I Haven't Been Taking Care of Myself,0.536,0.868,5,-4.366,Major,0.0357,0.000966,0.0000872,0.184,0.44,95.008,indie_alt
Do You There (feat. Marc E. Bassy),0.523,0.842,1,-5.529,Minor,0.165,0.0191,0,0.139,0.461,149.974,romance
The Inner Circle,0.427,0.97,0,-5.67,Minor,0.173,0.000147,0.171,0.325,0.198,160.034,metal
Poison,0.497,0.941,8,-5.112,Major,0.0847,0.0000347,0.00000865,0.108,0.5,125.047,punk
I Believe in Us,0.555,0.423,0,-6.232,Major,0.044,0.799,0,0.112,0.257,137.044,pop
Carmín,0.731,0.675,11,-5.428,Major,0.0397,0.668,0,0.16,0.731,120.963,latin
Tear Out the Pages,0.45,0.847,2,-6.249,Major,0.0732,0.000674,0,0.321,0.414,88.895,punk
Stars - The Shack Version,0.48,0.5,11,-6.202,Major,0.028,0.522,0,0.193,0.409,149.957,rock
I'll Be Missing You (feat. Faith Evans & 112),0.833,0.619,7,-5.595,Major,0.0538,0.111,0.0000213,0.159,0.905,109.92,hiphop
Stella by Starlight - Live,0.422,0.167,5,-15.552,Minor,0.0381,0.916,0.00461,0.961,0.0973,107.324,jazz
Electric Love,0.609,0.804,6,-7.596,Minor,0.0529,0.00461,0.00143,0.231,0.563,120.049,indie_alt
Gangsta,0.439,0.447,10,-8.318,Minor,0.0436,0.111,0,0.303,0.111,121.48,hiphop
Bodies,0.62,0.841,2,-4.745,Minor,0.129,0.309,0,0.0538,0.647,91.996,indie_alt
When Sunny Gets Blue,0.569,0.117,5,-22.741,Major,0.0446,0.846,0.852,0.0978,0.102,60.483,jazz
Sentimento,0.36,0.462,4,-11.7,Major,0.0321,0.743,0.811,0.0945,0.168,133.63,latin
Ms. Fat Booty,0.781,0.589,1,-4.827,Major,0.21,0.148,0,0.166,0.858,90.437,hiphop
Night Train to Moscow,0.543,0.809,2,-6.118,Major,0.0491,0.00279,0.00754,0.266,0.903,164.843,punk
"Belshazzar's Feast, JS 48: Act II: Prelude: Nocturno",0.0987,0.0124,1,-36.777,Major,0.0518,0.929,0.166,0.0755,0.035,80.927,classical
Pavanne in F-sharp minor,0.247,0.132,4,-25.655,Minor,0.0338,0.891,0.852,0.0565,0.341,67.719,classical
The Pale King,0.246,0.983,10,-3.916,Minor,0.0831,0.0000503,0.228,0.274,0.321,156.001,metal
"Sinfonie Nr. 3 c-Moll, Op. 78, ""Orgelsinfonie"": 2. Maestoso - Allegro - Più allegro - Molto allegro - Pesante (Ein Schweinchen names Babe): I. Adagio - Allegro moderato -",0.222,0.0556,1,-25.25,Major,0.0439,0.96,0.832,0.0718,0.058,115.812,classical
Manteca - 1994 Remastered,0.615,0.594,8,-11.719,Major,0.234,0.822,0.861,0.106,0.586,86.657,jazz
I Belong to You,0.37,0.206,6,-11.588,Minor,0.0289,0.932,0.0000159,0.294,0.249,101.471,romance
There But For The Grace Of God Go I,0.79,0.727,11,-7.342,Minor,0.0823,0.0131,0,0.0666,0.738,126.937,funk
Candy Man,0.877,0.433,3,-12.004,Major,0.0435,0.0341,0.525,0.0206,0.971,122.231,funk
You and the Night and the Music,0.521,0.347,5,-14.275,Major,0.0321,0.944,0.828,0.0825,0.398,97.04,jazz
Rockabye (feat. Sean Paul & Anne-Marie),0.72,0.763,9,-4.068,Minor,0.0523,0.406,0,0.18,0.748,101.965,party
Ahora Dice,0.708,0.693,6,-5.516,Major,0.138,0.246,0,0.129,0.418,143.965,latin
Turn Me On,0.677,0.682,9,-6.879,Major,0.0361,0.0405,0,0.0351,0.884,106.279,party
Nookie,0.548,0.926,11,-5.967,Major,0.0907,0.00237,0.163,0.712,0.307,97.55,metal
Who Do You Love?,0.629,0.648,8,-14.063,Major,0.0382,0.0203,0.0356,0.299,0.677,104.014,blues
Jusqu'au dernier gramme,0.762,0.6,5,-7.585,Minor,0.0909,0.542,0,0.0841,0.391,115.908,hiphop
Dedicated To You,0.38,0.164,7,-14.69,Minor,0.0452,0.985,0.955,0.125,0.0836,79.03,jazz
Kraut 2016,0.535,0.526,7,-12.248,Major,0.0302,0.564,0.827,0.11,0.115,160.068,jazz
Synapse Dynamics,0.573,0.934,0,-10.033,Major,0.0433,0.0693,0.885,0.123,0.559,128.02,indie_alt
Illuminate (feat. Kendrick Lamar),0.719,0.855,3,-5.977,Minor,0.39,0.384,0,0.0696,0.503,132.83,hiphop
Spit Out The Bone,0.162,0.987,6,-3.934,Minor,0.0839,0.00000979,0.042,0.147,0.485,167.334,metal
Miles Runs the Voodoo Down - 45-rpm single edit,0.663,0.397,0,-8.541,Minor,0.0347,0.411,0.738,0.146,0.548,117.969,jazz
Echa Pa'lla (Manos Pa'rriba),0.464,0.842,10,-3.64,Major,0.269,0.0597,0,0.037,0.959,89.759,latin
Die Dreigroschenoper: Moritat von Mackie Messer,0.422,0.121,2,-21.779,Minor,0.0553,0.943,0.0000619,0.323,0.493,151.786,classical
California Sun,0.487,0.87,9,-13.29,Major,0.0387,0.000465,0.00637,0.218,0.51,105.743,rock
Mo City Don,0.758,0.843,6,-3.564,Major,0.266,0.0217,0.0000244,0.412,0.37,98.037,party
You Broke Up with Me,0.846,0.711,0,-7.939,Major,0.061,0.496,0,0.247,0.875,120.013,country
Different Skies,0.482,0.467,1,-9.847,Minor,0.0453,0.227,0.000284,0.114,0.572,100.853,indie_alt
I Don’t Wanna Live Forever (Fifty Shades Darker),0.737,0.452,0,-8.366,Major,0.0534,0.0578,0.0000148,0.187,0.0971,117.962,pop
Freeze Me,0.495,0.747,0,-5.302,Major,0.0328,0.000735,0.000356,0.192,0.469,130.04,indie_alt
The Bomber,0.663,0.566,7,-13.662,Major,0.135,0.00258,0.887,0.361,0.823,161.33,reggae
Cherokee Gal,0.334,0.825,11,-5.383,Minor,0.0411,0.000011,0.0175,0.345,0.442,83.641,rock
Una Lady Como Tú,0.788,0.477,4,-7.348,Major,0.0434,0.549,0,0.349,0.862,94.983,latin
One More Night,0.634,0.944,9,-2.732,Minor,0.0368,0.0062,0.34,0.181,0.753,122.985,indie_alt
My Life,0.645,0.936,1,-4.165,Major,0.281,0.046,0.00000253,0.285,0.542,175.988,hiphop
Rainbow In The Dark,0.508,0.912,9,-8.049,Minor,0.0368,0.0000706,0.403,0.0492,0.649,117.582,metal
Escápate Conmigo,0.747,0.864,8,-3.181,Minor,0.0599,0.0245,0.0000446,0.0853,0.746,92.028,latin
No Absolution,0.468,0.998,9,-0.994,Minor,0.15,0.00256,0,0.233,0.064,140.003,metal
Brick House,0.844,0.69,7,-10.362,Major,0.058,0.0311,0.00316,0.0445,0.658,107.724,funk
"Quintet in F Major, Op. 22, No. 2: I. Allegro con moto",0.412,0.113,4,-21.078,Major,0.04,0.966,0.895,0.36,0.399,121.82,classical
Still Standing,0.926,0.519,8,-4.789,Major,0.246,0.0385,0,0.114,0.442,132.015,hiphop
Gyalchester,0.872,0.389,1,-8.343,Major,0.0634,0.0343,0.000679,0.0941,0.15,131.012,hiphop
Metal,0.38,0.9,9,-5.571,Major,0.0633,0.00602,0.87,0.328,0.103,168.444,rock
New Rules,0.617,0.189,9,-12.11,Minor,0.0302,0.954,0,0.0977,0.28,90.047,pop
Eres Tú,0.618,0.307,2,-10.875,Major,0.046,0.806,0,0.108,0.454,188.115,latin
Flies,0.384,0.936,7,-6.933,Major,0.0745,0.000048,0.543,0.333,0.375,110.124,metal
Street Player - Remastered,0.765,0.833,10,-5.162,Minor,0.0875,0.0376,0.269,0.0824,0.835,126.426,funk
One Way or Another,0.447,0.863,6,-6.303,Minor,0.0585,0.00365,0.0138,0.0448,0.817,162.311,rock
Party Meds,0.684,0.466,5,-10.384,Major,0.109,0.788,0.0686,0.21,0.313,98.048,indie_alt
She Owns the Streets,0.468,0.8,5,-3.905,Minor,0.035,0.136,0.0000848,0.0865,0.416,120.011,indie_alt
lanta,0.713,0.432,5,-11.29,Minor,0.277,0.92,0.939,0.12,0.665,84.917,jazz
Mangú,0.815,0.915,4,-3.41,Minor,0.0625,0.0117,0.538,0.089,0.826,123.046,latin
"Bump, Bump, Bump",0.833,0.681,1,-6.028,Minor,0.215,0.0956,0,0.0414,0.883,95.48,party
Obsesion,0.803,0.56,1,-6.912,Minor,0.0398,0.419,0,0.0608,0.768,133.679,latin
Hurt Like Hell,0.607,0.8,2,-4.786,Major,0.0661,0.0015,0.0000125,0.105,0.261,98.057,rock
La Bicicleta,0.746,0.961,0,-2.243,Major,0.13,0.206,0.00000184,0.329,0.954,179.984,latin
Dear God - 2001 - Remaster,0.577,0.464,7,-7.943,Major,0.024,0.0979,0.0000013,0.154,0.349,90.557,indie_alt
Round Here,0.523,0.956,1,-3.053,Major,0.0379,0.00407,0,0.216,0.887,141.977,country
Somebody Hurt You,0.799,0.516,2,-7.583,Major,0.0342,0.528,0.00382,0.136,0.642,94.002,blues
Duality,0.354,0.982,4,-3.026,Minor,0.168,0.000237,0.000294,0.204,0.186,143.772,metal
She's Got The Devil In Her,0.441,0.9,8,-4.03,Major,0.095,0.0109,0.462,0.253,0.471,119.141,blues
Two Islands,0.406,0.44,9,-9.241,Major,0.0323,0.171,0.00000213,0.0664,0.196,103.918,indie_alt
Like It Doesn't Hurt,0.579,0.372,9,-9.614,Minor,0.223,0.421,0,0.123,0.103,75.578,indie_alt
No Doy Mi Truco,0.93,0.722,9,-7.211,Major,0.0833,0.338,0.00603,0.282,0.967,124.993,latin
Your Own Mistake,0.456,0.85,4,-5,Minor,0.0624,0.0000409,0,0.086,0.185,147.942,metal
Love Is The Answer,0.664,0.875,5,-5.229,Minor,0.555,0.0102,0.47,0.133,0.447,125.987,party
Yearnin' Burnin',0.859,0.371,1,-13.299,Major,0.0385,0.0084,0.00616,0.054,0.826,103.299,funk
We the Shaded,0.446,0.922,2,-6.953,Major,0.0447,0.00000484,0.00821,0.195,0.412,140.055,metal
Come Fly With Me,0.826,0.624,11,-6.698,Major,0.0447,0.559,0,0.083,0.89,142.027,latin
One Life to Leave,0.806,0.84,9,-6.941,Minor,0.0655,0.00327,0.816,0.0874,0.43,125.495,funk
Forever and Away,0.467,0.953,1,-4.705,Minor,0.116,0.0000218,0.000122,0.144,0.516,149.922,metal
You Don’t Know Me Like That,0.823,0.702,2,-6.999,Major,0.255,0.0288,0,0.178,0.648,145.912,hiphop
Duele Ver,0.499,0.387,10,-6.478,Major,0.0307,0.417,0,0.127,0.628,152.407,latin
Bad Dream,0.686,0.579,4,-6.104,Minor,0.0317,0.00177,0.301,0.066,0.304,135.006,indie_alt
Maxixe Choro,0.41,0.308,7,-23.648,Major,0.0391,0.98,0.883,0.131,0.547,75.938,classical
In The Midnight Hour,0.79,0.553,4,-7.108,Major,0.0386,0.224,0,0.0972,0.86,111.544,blues
Boris Godounov - Moussorgsky after Pushkin and Karamazin/Version 1872 - Prologue - Picture 2: Long live Tsar Boris Feodorovich,0.195,0.41,7,-15.794,Major,0.0707,0.87,0.092,0.0809,0.114,105.317,classical
He's The Greatest Dancer,0.7,0.816,7,-9.711,Minor,0.044,0.00115,0.00123,0.0901,0.839,113.244,funk
Son Tus Ojos Dos Estrellas - Bulería,0.543,0.742,6,-6.648,Minor,0.0485,0.78,0.00000768,0.073,0.699,124.049,latin
Satyricon interview: 1,0.62,0.43,1,-15.899,Major,0.471,0.887,0,0.509,0.647,123.297,metal
Mambo Inn (Remastered),0.654,0.635,0,-10.315,Major,0.0404,0.81,0.00000142,0.0949,0.74,101.042,jazz
Hold It Down,0.571,0.719,8,-7.193,Minor,0.0305,0.0027,0.000498,0.19,0.587,91.995,rock
Lo vegio per stasone,0.39,0.0391,5,-32.066,Major,0.0558,0.926,0.905,0.0728,0.483,79.639,classical
Good Times,0.56,0.887,7,-6.314,Major,0.0594,0.00388,0,0.341,0.212,130.026,rock
The Dream Calls for Blood,0.534,0.982,1,-3.586,Major,0.0953,0.00098,0.848,0.294,0.393,100.04,metal
Alone,0.423,0.621,8,-7.357,Major,0.064,0.36,0.00000113,0.183,0.176,115.321,romance
Ending,0.291,0.974,10,-4.915,Minor,0.158,0.0000115,0.569,0.42,0.114,102.86,metal
Lonely Together (feat. Rita Ora),0.648,0.667,2,-5.294,Minor,0.065,0.137,0.000021,0.0797,0.221,102.966,party
Life Won't Wait,0.585,0.796,5,-5.706,Minor,0.0493,0.148,0.0000944,0.491,0.732,150.001,punk
Plans,0.623,0.621,6,-9.894,Minor,0.0343,0.721,0.0849,0.109,0.357,108.024,indie_alt
Siempre Te Voy A Querer,0.769,0.45,0,-4.194,Major,0.0309,0.56,0,0.133,0.577,129.866,latin
Todavía Te Quiero,0.775,0.901,11,-2.875,Minor,0.191,0.0348,0,0.108,0.895,92.991,romance
Peanut Vendor - Club des Belugas Remix,0.771,0.829,9,-8.028,Major,0.0796,0.0282,0.00112,0.0586,0.907,167.99,jazz
Mad over You,0.842,0.543,4,-4.778,Minor,0.0483,0.458,0.000135,0.102,0.804,107.048,pop
"The Gangsta, The Killa And The Dope Dealer",0.805,0.737,11,-7.284,Major,0.251,0.34,0,0.901,0.478,92.929,hiphop
Goodbye Soleil,0.608,0.781,9,-8.956,Major,0.0505,0.022,0.00000743,0.0908,0.718,93.005,indie_alt
Rich Love (with Seeb),0.593,0.868,1,-3.573,Minor,0.295,0.183,0,0.365,0.475,104.988,party
Stone Groove,0.727,0.629,5,-9.865,Minor,0.0402,0.141,0.891,0.0466,0.549,104.982,jazz
Gloomy Sunday,0.421,0.0967,7,-16.441,Minor,0.0509,0.91,0.415,0.218,0.183,77.401,jazz
Ropes,0.538,0.95,10,-3.621,Minor,0.0647,0.0000375,0.112,0.21,0.646,105.011,metal
Shovel Some Hay,0.6,0.146,8,-23.885,Major,0.929,0.916,0,0.637,0.446,70.096,metal
New Energy,0.634,0.193,7,-18.685,Minor,0.96,0.55,0,0.31,0.582,166.706,metal
"Lieutenant Kijé, Op. 60: II. Romance",0.187,0.0169,8,-30.742,Major,0.0359,0.943,0.891,0.101,0.0803,103.833,classical
Gucci Gang,0.95,0.533,5,-7.022,Major,0.148,0.247,0,0.114,0.675,119.869,hiphop
Lejonet från Norden,0.482,0.953,6,-4.46,Minor,0.0533,0.0000575,0.0116,0.182,0.588,152.97,metal
Echo Chasers,0.524,0.996,6,-4.701,Minor,0.147,0.0000893,0.263,0.134,0.0601,125.023,metal
Por Un Amor (For A Love),0.447,0.0797,4,-16.568,Major,0.0305,0.598,0.00000175,0.0782,0.308,85.911,latin
Bound By The Blues,0.651,0.704,7,-7.847,Major,0.0506,0.066,0.00000161,0.352,0.796,92.995,blues
Infected Nation,0.317,0.988,4,-5.219,Major,0.118,0.000036,0.794,0.0541,0.0688,123.101,metal
Kitana,0.466,0.76,8,-6.092,Major,0.227,0.000839,0,0.322,0.166,143.962,latin
Boys 'Round Here (feat. Pistol Annies & Friends),0.611,0.688,2,-6.369,Major,0.0529,0.251,0.00000235,0.248,0.647,169.895,party
Ta Bueno,0.88,0.93,11,-3.956,Minor,0.223,0.00446,0.17,0.0276,0.56,108.065,latin
Nobody Has To Know (feat. Ty Dolla $ign) - Major Lazer and KickRaux Remix,0.681,0.789,4,-5.666,Minor,0.188,0.0445,0,0.467,0.523,103,reggae
"Touch, Peel And Stand",0.573,0.622,11,-7.948,Major,0.033,0.0543,0.00000177,0.295,0.826,81.667,rock
"Clarinet Quintet in B Minor, Op. 115: II. Adagio - Più lento",0.11,0.0438,7,-20.501,Major,0.0442,0.965,0.383,0.262,0.0369,80.955,romance
Til The Sun Rise Up,0.673,0.751,6,-6.92,Minor,0.0394,0.093,0,0.137,0.614,125.988,party
Main Title,0.137,0.0616,5,-21.753,Major,0.038,0.335,0.966,0.114,0.0333,68.854,classical
Your Body Is a Wonderland,0.647,0.729,5,-6.251,Major,0.0236,0.0206,0.0489,0.134,0.683,94.01,romance
Come Over (feat. Stylo G),0.809,0.782,5,-5.625,Minor,0.0564,0.154,0.00000564,0.0642,0.66,99.969,reggae
"Symphony No. 5 in D Minor, Op. 47: III. Largo",0.137,0.0115,2,-26.153,Major,0.0473,0.7,0.138,0.183,0.0339,141.916,classical
Hold On - Radio Edit,0.596,0.77,5,-5.852,Major,0.0775,0.21,0,0.0938,0.541,124.914,romance
Sober Up,0.651,0.568,5,-6.774,Major,0.0275,0.282,0,0.0862,0.799,93.006,pop
Hey DJ,0.792,0.819,5,-5.418,Major,0.0867,0.0309,0,0.389,0.45,89.98,latin
"Violin Concerto No.3 in G, K.216: 2. Adagio",0.222,0.0205,9,-30.091,Major,0.0441,0.863,0.026,0.204,0.0958,126.371,classical
"Sonata In E, Kk.380: Andante commodo",0.364,0.0469,11,-27.621,Major,0.0487,0.99,0.93,0.142,0.213,88.03,classical
Holy War,0.195,0.995,11,-3.78,Major,0.26,0.000395,0.000551,0.335,0.139,90.753,metal
Punch Drunk,0.52,0.995,6,-5.702,Minor,0.146,0.000118,0.0558,0.267,0.0383,103.058,metal
Insane in the Brain,0.897,0.612,11,-10.489,Major,0.211,0.0297,0.186,0.0894,0.769,102.305,hiphop
"Années de pèlerinage: Première année: Suisse, S.160: 1. La Chapelle de Guilaume Tell",0.414,0.0583,0,-20.382,Major,0.0588,0.991,0.892,0.087,0.0378,139.086,classical
Till Forever (Acoustic),0.491,0.172,9,-10.64,Major,0.0343,0.933,0.00001,0.0932,0.28,151.779,romance
Pressure Drop - Single Version,0.651,0.589,8,-12.146,Major,0.0413,0.0982,0,0.0375,0.986,148.854,reggae
Mean Old Twister - Remastered,0.628,0.156,2,-15.72,Major,0.096,0.995,0.234,0.109,0.371,135.022,blues
Transfiguration,0.188,0.828,6,-8.819,Major,0.0639,0.00125,0.648,0.159,0.121,88.116,metal
"Piano Concerto No. 2 in G Minor, Op. 23: II. Andantino semplice - Andantino con moto - Meno mosso - Tempo I",0.224,0.0283,0,-24.525,Major,0.0355,0.952,0.931,0.0943,0.0395,96.318,classical
River's Gonna Rise,0.7,0.7,7,-5.678,Minor,0.0395,0.18,0.0235,0.136,0.632,119.3,rock
Harmonielehre: Part III Meister Eckhardt and Quackie,0.24,0.155,4,-19.721,Minor,0.0383,0.922,0.847,0.231,0.033,81.672,classical
Violin Concerto: I. —,0.222,0.121,1,-25.338,Major,0.0433,0.631,0.329,0.167,0.0718,102.095,classical
Getting Closer,0.465,0.911,8,-2.832,Major,0.0753,0.0403,0,0.251,0.657,180.142,country
There for You,0.611,0.644,6,-7.607,Minor,0.0553,0.124,0,0.124,0.137,105.969,party
Love N Hennessy,0.931,0.306,8,-9.979,Minor,0.453,0.0128,0.00000859,0.0708,0.445,140.039,pop
Trap Door(feat. MF Doom),0.644,0.673,8,-5.72,Major,0.142,0.563,0,0.518,0.829,87.918,hiphop
Killamonjaro,0.66,0.708,4,-5.353,Minor,0.0399,0.122,0.000113,0.117,0.154,145.092,hiphop
Time After Time,0.605,0.23,3,-10.24,Major,0.0358,0.946,0.544,0.152,0.335,91.495,jazz
"The 4 Seasons: Violin Concerto in F Major, Op. 8, No. 3, RV 293, ""L'autunno"" (Autumn): I. Allegro",0.449,0.164,4,-17.128,Major,0.0442,0.831,0.342,0.0686,0.201,134.239,classical
People Say (feat. Redman),0.648,0.857,1,-4.631,Major,0.352,0.098,0,0.158,0.608,89.713,hiphop
String Quintet in C Major KV515: III. Andante,0.212,0.0522,5,-25.779,Major,0.0462,0.937,0.156,0.119,0.165,81.471,classical
Can I Be Him,0.696,0.543,11,-6.164,Major,0.0489,0.308,0,0.0939,0.478,107.969,romance
Maiysha (So Long),0.704,0.481,7,-10.643,Major,0.0323,0.0266,0.0748,0.0829,0.471,118.787,funk
All of You,0.631,0.261,5,-10.988,Minor,0.0424,0.424,0.000066,0.184,0.584,82.425,jazz
Secret Love Song,0.534,0.642,9,-3.971,Major,0.0504,0.259,0,0.29,0.139,92.963,romance
I Love Music,0.643,0.862,0,-7.009,Minor,0.0461,0.0557,0.0000642,0.23,0.928,127.602,funk
Trespasser,0.423,0.991,1,-1.359,Major,0.178,0.000389,0.0000895,0.426,0.161,134.763,metal
Como Antes,0.813,0.876,1,-4.278,Minor,0.172,0.182,0,0.394,0.746,94.987,latin
Nylon,0.366,0.214,11,-15.968,Minor,0.0367,0.931,0.11,0.112,0.332,166.154,indie_alt
Bust Your Windows,0.683,0.664,5,-4.233,Minor,0.0332,0.538,0,0.0671,0.871,106.991,party
Trust the Process,0.458,0.907,6,-6.845,Major,0.0693,0.00102,0.000288,0.157,0.451,147.987,metal
Redemption Song,0.684,0.248,0,-10.505,Major,0.0435,0.578,0,0.0643,0.626,116.002,reggae
Happens Like That,0.557,0.807,7,-5.428,Major,0.0825,0.189,0,0.234,0.564,81.045,country
Zebra,0.612,0.476,8,-8.256,Major,0.0275,0.861,0.00401,0.147,0.252,118.383,indie_alt
I Got It Bad,0.479,0.146,7,-14.319,Major,0.0351,0.988,0.692,0.103,0.0728,111.643,jazz
Born In Babylon,0.731,0.576,7,-7.841,Minor,0.0302,0.0111,0.000235,0.18,0.713,133.951,reggae
I Will Always Love You,0.311,0.216,4,-12.555,Major,0.0355,0.841,0.00000531,0.0862,0.108,134.051,romance
Through Glass,0.545,0.753,3,-4.618,Minor,0.036,0.0417,0,0.389,0.404,105.754,metal
When mi rise it,0.693,0.783,7,-3.993,Minor,0.215,0.224,0,0.214,0.767,77.769,reggae
Chillax,0.827,0.646,1,-4.727,Minor,0.0766,0.0724,0,0.247,0.51,92.057,latin
Despacito,0.642,0.491,2,-7.21,Major,0.0497,0.831,0.809,0.274,0.5,91.028,classical
Obsesion,0.803,0.56,1,-6.912,Minor,0.0398,0.419,0,0.0608,0.768,133.679,latin
I'm A Man - Single Version,0.617,0.54,3,-13.494,Major,0.0462,0.284,0,0.511,0.861,127.497,blues
Some Thoughts About Time: Bound,0.196,0.102,8,-18.857,Major,0.0417,0.993,0.893,0.0608,0.0342,64.905,classical
Made of Lies,0.44,0.858,4,-4.38,Minor,0.0456,0.0297,0.0000771,0.243,0.21,147.901,metal
Es Tarde,0.786,0.783,6,-6.784,Minor,0.0673,0.149,0,0.0634,0.739,96.968,latin
Something In My Heart,0.698,0.434,8,-12.892,Minor,0.0272,0.166,0.000566,0.0658,0.385,130.295,romance
That's Still Mama,0.475,0.783,0,-4.149,Minor,0.0431,0.0031,0,0.143,0.557,99.197,pop
Lagrimas Negras,0.368,0.407,5,-8.007,Minor,0.0309,0.866,0,0.11,0.406,105.406,latin
Broken Wings,0.243,0.432,9,-9.153,Minor,0.0285,0.0438,0.00342,0.108,0.0864,169.629,metal
Xasthur,0.149,0.944,4,-6.479,Minor,0.158,0.0000937,0.896,0.143,0.118,157.587,metal
Blumine,0.146,0.0485,0,-24.879,Major,0.0397,0.959,0.938,0.119,0.0368,102.206,classical
Black,0.36,0.684,4,-6.457,Minor,0.0308,0.323,0,0.34,0.205,77.15,romance
X,0.517,0.985,7,-3.291,Major,0.175,0.00679,0,0.0768,0.214,111.883,metal
Concierto de Aranjuez for Guitar and Orchestra: 2. Adagio,0.302,0.049,11,-21.603,Minor,0.0449,0.942,0.937,0.0824,0.0672,80.736,classical
Prayer,0.514,0.0414,3,-21.867,Major,0.031,0.911,0.888,0.153,0.121,73.265,jazz
Quién Te Entiende,0.791,0.375,6,-6.048,Minor,0.0345,0.745,0,0.0972,0.882,121.967,latin
Stardust,0.543,0.127,1,-18.272,Major,0.0487,0.982,0.617,0.0813,0.352,134.034,jazz
Daughter (Remastered),0.615,0.702,7,-9.686,Major,0.0278,0.00746,0.00431,0.0608,0.733,96.99,rock
You Ain't Goin' Nowhere,0.505,0.452,7,-6.486,Major,0.0367,0.786,0.00000108,0.101,0.32,76.92,romance
Welcome To Heartbreak,0.673,0.437,7,-10.935,Minor,0.036,0.123,0.62,0.111,0.0815,95.961,hiphop
Angelica,0.581,0.401,5,-12.125,Minor,0.0359,0.746,0.0000837,0.147,0.56,99.351,jazz
The Hating,0.316,0.935,5,-5.102,Major,0.064,0.000268,0.439,0.485,0.186,106.023,metal
Deep River Blues,0.516,0.157,5,-19.213,Major,0.0354,0.876,0.0000142,0.142,0.792,93.719,blues
Informate,0.948,0.618,1,-4.689,Major,0.14,0.297,0.00000511,0.146,0.286,107.979,hiphop
Malaika,0.46,0.342,2,-8.643,Major,0.0376,0.679,0,0.146,0.423,139.529,reggae
Beat Of The Music,0.629,0.808,9,-4.125,Major,0.0269,0.00898,0.00000906,0.0751,0.777,110.001,country
